name,year,selling_price,km_driven,fuel,transmission,mileage,engine,max_power,seats
Hyundai Getz GLE,2006,81000,100000,Petrol,Manual,15.3 kmpl,1341 CC,83 bhp,5.0
Maruti Swift Glam,2007,170000,78000,Petrol,Manual,16.1 kmpl,1298 CC,88.2 bhp,5.0
Honda City 1.5 EXI,2002,81000,161000,Petrol,Manual,13.0 kmpl,1493 CC,100 bhp,5.0
Maruti Alto LX,2005,95000,70000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Tata Nano Cx BSIV,2010,55000,50000,Petrol,Manual,26.0 kmpl,624 CC,35 bhp,4.0
Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Manual,19.98 kmpl,1461 CC,108.5 bhp,8.0
Renault KWID RXL,2015,200000,50000,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,5.0
Maruti Wagon R VXI 1.2,2019,480000,25000,Petrol,Manual,20.52 kmpl,1197 CC,81.80 bhp,5.0
Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,9.0
Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Manual,21.9 kmpl,1498 CC,98.6 bhp,7.0
Tata Indigo CR4,2012,300000,40000,Diesel,Manual,23.57 kmpl,1396 CC,70 bhp,5.0
Hyundai i20 1.2 Asta Option,2017,650000,8000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti Ritz VXI,2010,220000,20000,Petrol,Manual,21.1 kmpl,1197 CC,85.80 bhp,5.0
Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Manual,19.09 kmpl,1405 CC,69.01 bhp,5.0
Maruti Swift Dzire VDI,2014,450000,80000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,5.0
Maruti Swift VDI BSIV,2014,400000,90000,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,5.0
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,Diesel,Manual,25.1 kmpl,1248 CC,88.5 bhp,5.0
Tata Manza Aura Quadrajet,2010,190000,100000,Diesel,Manual,18.8 kmpl,1248 CC,90 bhp,5.0
Ford Fiesta 1.4 Duratec EXI,2006,140000,60000,Petrol,Manual,16.6 kmpl,1388 CC,68 bhp,5.0
Hyundai i20 Active S Diesel,2018,800000,30000,Diesel,Manual,21.19 kmpl,1396 CC,88.76 bhp,5.0
Mahindra Scorpio LX 2.6 Turbo,2007,229999,120000,Diesel,Manual,10.5 kmpl,2609 CC,120 bhp,7.0
Tata Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Manual,13.93 kmpl,2179 CC,138.03 bhp,7.0
Volkswagen Vento Diesel Highline,2011,375000,69000,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,5.0
Chevrolet Beat LT,2010,140000,75000,Petrol,Manual,18.6 kmpl,1199 CC,79.4 bhp,5.0
Maruti Alto LX,2004,60000,113000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Hyundai Xcent 1.1 CRDi S Option,2014,420000,90000,Diesel,Manual,24.4 kmpl,1120 CC,71.01 bhp,5.0
Renault Pulse RxZ,2012,300000,100000,Diesel,Manual,23.08 kmpl,1461 CC,63.12 bhp,5.0
Tata Indica Vista Quadrajet VX,2012,150000,110000,Diesel,Manual,22.3 kmpl,1248 CC,74 bhp,5.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,600000,90000,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,5.0
Ford Figo Diesel Titanium,2011,204999,100000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,5.0
Hyundai Xcent 1.2 CRDi SX,2017,625000,50000,Diesel,Manual,25.4 kmpl,1186 CC,73.97 bhp,5.0
Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,280000,200000,Diesel,Manual,20.5 kmpl,1248 CC,91.7 bhp,5.0
Hyundai Santa Fe 2WD AT,2014,1050000,146000,Diesel,Automatic,13.01 kmpl,2199 CC,194.3 bhp,7.0
Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,80000,Petrol,Manual,12.9 kmpl,1598 CC,102.5 bhp,5.0
Tata New Safari DICOR 2.2 EX 4x2,2010,535000,96443,Diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,7.0
Honda Accord 2.4 AT,2009,400000,100000,Petrol,Automatic,11.7 kmpl,2354 CC,177.6 bhp,5.0
Maruti Swift AMT VXI,2019,610000,10000,Petrol,Automatic,21.21 kmpl,1197 CC,81.80 bhp,5.0
Maruti Swift Dzire VDI,2014,509999,110000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,5.0
Tata Safari Storme VX,2014,521000,86000,Diesel,Manual,14.0 kmpl,2179 CC,138.1 bhp,7.0
Maruti Swift Dzire VDI,2014,511000,100000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,5.0
Hyundai i20 Sportz 1.4 CRDi,2014,451000,91000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5.0
Hyundai i10 Sportz,2009,170000,100000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5.0
Maruti Swift Dzire VDI,2013,450000,120000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,5.0
Honda City 1.5 V Elegance,2011,375000,90000,Petrol,Manual,17.0 kmpl,1497 CC,118 bhp,5.0
Maruti Alto 800 LXI,2016,305000,60000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,5.0
Renault KWID RXT,2016,315000,51500,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,5.0
Chevrolet Sail 1.3 LS,2016,250000,60000,Diesel,Manual,22.1 kmpl,1248 CC,74 bhp,5.0
Ford Figo Diesel EXI,2012,200000,104500,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,5.0
Renault Duster 110PS Diesel RxL,2012,400000,120000,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,5.0
Maruti Swift ZDi,2014,509999,100000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,5.0
Honda Civic 1.8 V MT,2008,375000,90000,Petrol,Manual,13.5 kmpl,1799 CC,130 bhp,5.0
Maruti Wagon R LXI,2005,150000,150000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,5.0
Maruti Wagon R AX,2006,75000,60000,Petrol,Automatic,18.9 kmpl,998 CC,67.1 bhp,5.0
Hyundai Verna 1.4 VTVT,2015,465000,50000,Petrol,Manual,17.43 kmpl,1396 CC,105.5 bhp,5.0
Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5.0
Mahindra Scorpio 1.99 S10,2015,950000,120000,Diesel,Manual,15.4 kmpl,1997 CC,120 bhp,7.0
Hyundai i20 1.2 Asta,2017,610000,40000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti Alto 800 LXI,2014,235000,50000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,5.0
Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,5.0
Nissan Terrano XE 85 PS,2014,472000,90000,Diesel,Manual,20.45 kmpl,1461 CC,83.8 bhp,5.0
Maruti Swift VXI,2019,585000,10000,Petrol,Manual,21.21 kmpl,1197 CC,81.80 bhp,5.0
Mahindra Supro LX 8 Str,2018,500000,10000,Diesel,Manual,23.5 kmpl,909 CC,45 bhp,8.0
Maruti Alto K10 VXI,2019,360000,27000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,5.0
Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Manual,16.8 kmpl,796 CC,34.2 bhp,5.0
Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5.0
Maruti Celerio VDi,2015,250000,100000,Diesel,Manual,27.62 kmpl,793 CC,47 bhp,5.0
Mahindra Marazzo M6,2018,1200000,50000,Diesel,Manual,17.3 kmpl,1497 CC,121 bhp,7.0
Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Manual,17.8 kmpl,1248 CC,75 bhp,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,8.0
Mahindra XUV500 W8 2WD,2014,800000,60000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7.0
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,Petrol,Manual,18.88 kmpl,999 CC,123.37 bhp,5.0
Hyundai Santro Xing GLS,2010,150000,60000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,5.0
Chevrolet Beat Diesel LT,2012,170000,90000,Diesel,Manual,25.44 kmpl,936 CC,57.6 bhp,5.0
Renault Duster 110PS Diesel RxL,2013,360000,81000,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,5.0
Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Manual,25.4 kmpl,1186 CC,73.97 bhp,5.0
Renault Duster 110PS Diesel RxZ,2012,350000,105000,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,5.0
Maruti Ertiga BSIV VXI,2017,700000,227000,Petrol,Manual,17.5 kmpl,1373 CC,91.1 bhp,7.0
Renault Duster 110PS Diesel RxZ,2012,375000,100000,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,5.0
Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CNG,Manual,21.94 km/kg,1196 CC,61.7 bhp,5.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,5.0
Volkswagen Vento Diesel Comfortline,2011,260000,120000,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,5.0
Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,Diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,7.0
Hyundai Santro Xing GLS,2014,220000,40000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,5.0
Hyundai i10 Magna 1.2 iTech SE,2014,275000,53000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5.0
Maruti Swift LDI Optional,2017,455000,60000,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,5.0
Hyundai i20 1.2 Magna Executive,2017,570000,30000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Volkswagen Vento Diesel Highline,2013,330000,100000,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,5.0
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,Diesel,Manual,13.68 kmpl,2393 CC,147.8 bhp,7.0
Maruti Ertiga ZDI,2012,450000,98000,Diesel,Manual,20.77 kmpl,1248 CC,88.8 bhp,7.0
Hyundai EON Magna Plus,2014,250000,60000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,5.0
Hyundai i10 Sportz,2010,165000,80000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5.0
Mahindra Ssangyong Rexton RX7,2013,800000,117000,Diesel,Automatic,11.18 kmpl,2696 CC,184 bhp,7.0
Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Manual,18.7 kmpl,1199 CC,88.7 bhp,5.0
Tata Tigor 1.2 Revotron XZA,2017,525000,19723,Petrol,Automatic,20.3 kmpl,1199 CC,84 bhp,5.0
Honda City 1.5 V MT Sunroof,2016,825000,21446,Petrol,Manual,16.8 kmpl,1497 CC,116.3 bhp,5.0
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,52289,Diesel,Manual,25.1 kmpl,1248 CC,88.5 bhp,5.0
Mahindra Scorpio S4 Plus,2017,950000,52236,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7.0
Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7.0
Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Manual,21.9 kmpl,1396 CC,90 bhp,5.0
Tata Tiago XT,2019,490000,33928,Petrol,Manual,23.84 kmpl,1199 CC,84.48 bhp,5.0
Mahindra TUV 300 T4 Plus,2018,775000,59736,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7.0
Honda City 1.5 V MT,2009,350000,54290,Petrol,Manual,17.0 kmpl,1497 CC,118 bhp,5.0
Honda Brio S MT,2016,475000,2118,Petrol,Manual,19.4 kmpl,1198 CC,86.8 bhp,5.0
Mahindra Scorpio S4 7 Seater,2017,950000,61379,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7.0
Honda City i-VTEC S,2010,350000,58544,Petrol,Manual,17.4 kmpl,1497 CC,117.3 bhp,5.0
Maruti Wagon R VXI,2016,400000,74381,Petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,5.0
Maruti 800 DX 5 Speed,2001,75000,35000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,63982,Diesel,Manual,22.7 kmpl,1498 CC,89.84 bhp,5.0
Maruti Wagon R VXI,2008,175000,65000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,5.0
Mahindra Bolero 2011-2019 SLE,2014,570000,74000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7.0
Renault Duster 110PS Diesel RxZ,2013,525000,56429,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,5.0
Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5.0
Hyundai Santro Magna,2019,434999,19500,Petrol,Manual,20.3 kmpl,1086 CC,68.07 bhp,5.0
Hyundai i20 Asta Option 1.2,2015,495000,30000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5.0
Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Manual,20.14 kmpl,1197 CC,81.86 bhp,5.0
Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,Petrol,Manual,17.01 kmpl,1591 CC,121.4 bhp,5.0
Honda City i DTec V,2014,560000,72000,Diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,5.0
Mahindra Bolero DI AC BSIII,2005,250000,80000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,7.0
Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,Petrol,Manual,15.0 kmpl,1598 CC,103.5 bhp,5.0
Nissan Terrano XL D Option,2016,495000,56832,Diesel,Manual,19.87 kmpl,1461 CC,83.14 bhp,5.0
Hyundai Elite i20 Petrol Asta,2014,470000,30528,Petrol,Manual,18.6 kmpl,1197 CC,81.86 bhp,5.0
Honda Amaze S Diesel,2013,350000,65285,Diesel,Manual,24.7 kmpl,1498 CC,98.63 bhp,5.0
Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,20102,Diesel,Manual,13.68 kmpl,2393 CC,147.51 bhp,8.0
Honda Jazz 1.2 S i VTEC,2015,480000,43000,Petrol,Manual,18.7 kmpl,1199 CC,88.7 bhp,5.0
Toyota Etios Liva 1.4 GD,2013,270000,52380,Diesel,Manual,23.59 kmpl,1364 CC,67.04 bhp,5.0
Mahindra Bolero B2,2018,660000,74250,Diesel,Manual,21.0 kmpl,1498 CC,74.96 bhp,7.0
Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,Petrol,Automatic,20.89 kmpl,1197 CC,81.80 bhp,5.0
Maruti Vitara Brezza ZDi Plus,2017,800000,52000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,5.0
Nissan Sunny XV,2011,350000,47000,Petrol,Manual,16.95 kmpl,1498 CC,97.7 bhp,5.0
Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,Diesel,Manual,17.8 kmpl,1399 CC,68 bhp,5.0
Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,Diesel,Manual,18.0 kmpl,1248 CC,75 bhp,5.0
Maruti Swift Dzire VDi,2012,400000,100000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,5.0
Nissan Sunny XV,2011,250000,110000,Petrol,Manual,16.95 kmpl,1498 CC,97.7 bhp,5.0
Fiat Linea Emotion (Diesel),2010,190000,178000,Diesel,Manual,20.4 kmpl,1248 CC,91.7 bhp,5.0
Maruti Alto LX,2010,125000,120000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,Diesel,Manual,16.3 kmpl,1956 CC,170 bhp,5.0
Audi Q5 2.0 TDI,2011,1300000,120000,Diesel,Automatic,12.8 kmpl,1968 CC,167.6 bhp,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,8.0
Maruti Wagon R VXI BS IV,2015,335000,30000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti Wagon R LXI Minor,2009,114999,60000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,5.0
Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,70000,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,5.0
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5.0
Hyundai Verna 1.6 SX,2012,395000,120000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,5.0
Maruti Swift Dzire VDI,2015,500000,120000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,5.0
Hyundai EON Era Plus,2014,220000,50000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,5.0
Ford Figo Diesel Celebration Edition,2013,240000,100000,Diesel,Manual,20.0 kmpl,1399 CC,68.1 bhp,5.0
Hyundai i20 1.4 CRDi Asta,2010,215000,120000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,5.0
Maruti Swift VDI,2012,400000,90000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,5.0
Maruti Zen Estilo VXI BSIV,2012,191000,90000,Petrol,Manual,19.0 kmpl,998 CC,67.1 bhp,5.0
Mahindra Xylo D4 BSIII,2013,351000,100000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,8.0
Tata Nano XTA,2015,250000,20000,Petrol,Automatic,21.9 kmpl,624 CC,37.48 bhp,4.0
Hyundai Verna CRDi SX ABS,2009,210000,90000,Diesel,Manual,18.1 kmpl,1493 CC,110 bhp,5.0
Toyota Etios VX,2011,300000,120000,Petrol,Manual,17.6 kmpl,1496 CC,88.7 bhp,5.0
Ford Figo Aspire 1.5 TDCi Trend,2017,700000,35000,Diesel,Manual,25.83 kmpl,1498 CC,99 bhp,5.0
Hyundai Sonata CRDi M/T,2010,500000,120000,Diesel,Manual,11.8 kmpl,1991 CC,150 bhp,5.0
Maruti 800 AC BSIII,2002,120000,120000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Hyundai Elite i20 Asta Option Diesel,2019,850000,10000,Diesel,Manual,22.54 kmpl,1396 CC,88.76 bhp,5.0
Honda WR-V i-DTEC VX,2017,770000,65000,Diesel,Manual,25.5 kmpl,1498 CC,98.6 bhp,5.0
Honda Civic 1.8 S MT,2007,245000,90000,Petrol,Manual,13.5 kmpl,1799 CC,130 bhp,5.0
Maruti Alto K10 2010-2014 VXI,2012,250000,90000,Petrol,Manual,20.92 kmpl,998 CC,67.1 bhp,5.0
Hyundai i20 Active SX Diesel,2016,651000,42323,Diesel,Manual,21.19 kmpl,1396 CC,88.76 bhp,5.0
Honda City V MT,2013,480000,42462,Petrol,Manual,16.8 kmpl,1497 CC,116.3 bhp,5.0
Maruti Swift VDI BSIV,2015,470000,54723,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,5.0
Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Manual,27.3 kmpl,1498 CC,98.6 bhp,5.0
BMW X1 sDrive20d M Sport,2011,1075000,42545,Diesel,Automatic,19.62 kmpl,1998 CC,190 bhp,5.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Manual,25.1 kmpl,1248 CC,88.5 bhp,5.0
Maruti Ignis 1.2 Delta BSIV,2018,480000,20375,Petrol,Manual,20.89 kmpl,1197 CC,81.80 bhp,5.0
Maruti Swift ZDI Plus,2013,450000,43978,Diesel,Manual,28.4 kmpl,1248 CC,74 bhp,5.0
Mahindra Bolero B4,2015,445000,40200,Diesel,Manual,21.0 kmpl,1498 CC,74.96 bhp,7.0
Hyundai i20 1.2 Asta Option,2018,700000,30000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti Ertiga ZDI,2014,560000,90000,Diesel,Manual,20.77 kmpl,1248 CC,88.8 bhp,7.0
Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Manual,21.7 kmpl,1498 CC,98.96 bhp,5.0
Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Manual,27.4 kmpl,1498 CC,98.63 bhp,5.0
Maruti Swift Dzire Tour LDI,2017,520000,28832,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,5.0
Tata Manza Aura Safire,2011,225000,35000,Petrol,Manual,15.0 kmpl,1368 CC,90 bhp,5.0
Maruti Ertiga ZXI,2015,700000,35000,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,7.0
Honda City 2017-2020 GXi,2006,93150,80000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,5.0
Mahindra Quanto C4,2016,403000,30000,Diesel,Manual,17.21 kmpl,1493 CC,100 bhp,7.0
Hyundai i10 Era,2009,229999,50000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5.0
Maruti Swift Dzire VDI,2016,525000,40000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti Ertiga VXI,2014,560000,25000,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,7.0
Mahindra XUV500 W7,2020,830000,120000,Diesel,Manual,15.1 kmpl,2179 CC,152.87 bhp,7.0
Maruti Ritz VDi,2011,250000,60000,Diesel,Manual,21.1 kmpl,1248 CC,73.9 bhp,5.0
Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,110000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,9.0
Mahindra Scorpio 1.99 S4,2016,745000,67000,Diesel,Manual,15.4 kmpl,1997 CC,120 bhp,7.0
Ford Figo Diesel Titanium,2010,144000,50000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,5.0
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,40000,Petrol,Manual,18.2 kmpl,1061 CC,64 bhp,5.0
Tata New Safari DICOR 2.2 EX 4x2,2008,300000,120000,Diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,7.0
Maruti 800 DX,1999,52000,100000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Mahindra Scorpio 2.6 CRDe,2003,300000,98000,Diesel,Manual,10.5 kmpl,2179 CC,120 bhp,8.0
Mahindra Bolero DI DX 7 Seater,2009,270000,150000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,7.0
Chevrolet Sail LT ABS,2014,260000,38000,Diesel,Manual,22.1 kmpl,1248 CC,74 bhp,5.0
Toyota Etios GD,2015,475000,120000,Diesel,Manual,23.59 kmpl,1364 CC,67.05 bhp,5.0
Ford Figo Diesel Titanium,2011,302000,103000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,5.0
Maruti 800 AC,1994,45000,60000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Maruti Vitara Brezza VDi Option,2017,775000,80000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,5.0
Maruti Ertiga VDI,2015,700000,50000,Diesel,Manual,20.77 kmpl,1248 CC,88.76 bhp,7.0
Maruti Swift VDI BSIV,2014,530000,90000,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,5.0
Tata Nexon 1.5 Revotorq XZ Plus,2017,869999,70000,Diesel,Manual,21.5 kmpl,1497 CC,108.5 bhp,5.0
Hyundai Elantra CRDi,2006,155000,110000,Diesel,Manual,14.9 kmpl,1991 CC,112.2 bhp,5.0
Tata Tiago 1.2 Revotron XZA,2019,550000,30000,Petrol,Automatic,23.84 kmpl,1199 CC,83.83 bhp,5.0
Maruti Swift Dzire VDI,2016,600000,80000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti Swift Dzire VDi,2012,430000,110000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,5.0
Tata Manza Aura (ABS) Quadrajet,2010,246000,120000,Diesel,Manual,18.8 kmpl,1248 CC,90 bhp,5.0
Maruti Zen VXi - BS III,2003,120000,120000,Petrol,Manual,17.3 kmpl,993 CC,60 bhp,5.0
Hyundai i20 Asta 1.2,2014,565000,70000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Hyundai Elite i20 Asta Option Diesel,2018,850000,60000,Diesel,Manual,22.54 kmpl,1396 CC,88.76 bhp,5.0
Maruti Alto LXi BSIII,2006,160000,90000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Fiat Linea Classic Plus 1.3 Multijet,2014,325000,142500,Diesel,Manual,19.5 kmpl,1248 CC,75 bhp,5.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,450000,90000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,8.0
Hyundai i10 Sportz 1.1L,2015,310000,50000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5.0
Honda Amaze S i-Dtech,2013,250000,90000,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,5.0
Maruti Swift Dzire LDI,2015,420000,115000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,5.0
Hyundai i20 Sportz AT 1.4,2013,330000,150000,Petrol,Automatic,15.0 kmpl,1396 CC,98.6 bhp,5.0
Maruti Swift VXI Optional,2015,405000,68000,Petrol,Manual,20.4 kmpl,1197 CC,81.80 bhp,5.0
Mahindra Bolero 2011-2019 ZLX,2013,400000,90000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7.0
Honda City V AT,2010,409999,110000,Petrol,Automatic,15.6 kmpl,1497 CC,116.3 bhp,5.0
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,70000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7.0
Mahindra XUV500 W8 4WD,2011,590000,80000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7.0
Hyundai i10 Era,2007,135000,100000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5.0
Maruti Wagon R LXI,2004,70000,70000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,5.0
Maruti 800 Std BSII,2004,45000,77000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Maruti Swift Dzire VDI,2018,650000,35500,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,5.0
